pid,ud1,ud1_d,ud2,ud2_d,ud3,ud3_d,ud4,ud4_d,ud5,ud5_d,ud6,ud6_d,ud7,ud7_d
58,1,0.6280029999999996,0,-0.6725100000000008,1,0.7640019999999996,0,-0.9944979999999983,0,-0.3290000000000006,1,1.0050039999999996,1,0.7849979999999999
59,1,1.0835090000000012,1,0.2229979999999987,0,-1.554003999999999,1,1.7705079999999995,1,0.13499700000000026,0,-1.040503000000001,1,0.6329470000000015
60,1,1.0755,1,1.5589970000000015,0,-0.9914950000000005,1,2.503,0,-0.6185000000000009,1,1.157,0,-0.2259999999999991
61,1,0.770500000000002,0,-2.843,1,1.6310000000000002,0,-3.0505000000000013,1,0.9695000000000018,0,-2.028500000000001,1,0.6734999999999989
62,1,0.47000000000000064,1,1.4210000000000012,0,-0.5695000000000014,1,1.5754999999999981,1,0.27600000000000335,0,-2.689000000000002,1,0.9610000000000003
63,1,0.6585000000000001,0,-1.1244999999999976,0,-0.059499999999999886,0,-0.9920000000000009,1,0.516,0,-1.306000000000001,1,2.1740000000000013
64,0,-1.878499999999999,0,-0.40549999999999997,1,0.847999999999999,1,0.3935000000000013,1,2.137500000000001,1,0.968,1,0.6969999999999992
65,0,-0.6859999999999999,1,0.45949999999999847,1,0.7215000000000025,1,2.755499999999998,0,-1.3000000000000007,1,0.8745000000000012,0,-0.6460000000000008
66,1,0.12199999999999989,1,5.3530000000000015,0,-0.19200000000000017,0,-3.477499999999999,1,2.75,0,-0.9685000000000024,1,1.8535000000000004
67,0,-1.8840000000000003,1,2.3805000000000014,1,0.604499999999998,1,5.874000000000002,0,-1.6550000000000011,1,2.6910000000000025,0,-2.8490000000000038
68,0,-3.1804999999999986,1,0.6585000000000001,1,2.599999999999998,0,-7.663999999999998,1,4.848500000000001,0,-1.3480000000000025,1,3.433500000000002
69,0,-1.194499999999998,1,4.092500000000001,0,-1.2379999999999995,1,2.942,0,-1.3285000000000053,1,3.121000000000002,0,-0.7085000000000008
70,1,2.6640000000000015,0,-1.389000000000003,1,4.163500000000006,0,-1.7020000000000053,1,1.243000000000002,0,-2.942999999999998,1,0.4544999999999959
71,1,1.1095000000000041,0,-3.4340000000000046,1,3.3130000000000024,0,-2.2494999999999976,1,0.4764999999999944,1,3.363500000000002,1,0.9695000000000036
72,1,0.5215000000000032,1,3.0005000000000024,0,-1.108000000000004,1,1.2310000000000016,1,1.9469999999999956,0,-0.1734999999999971,1,1.7794999999999987
73,0,-1.4604999999999961,1,1.9784999999999968,0,-2.503999999999998,1,4.957000000000001,0,-3.2509999999999977,0,-1.5430000000000064,1,1.0665000000000049
74,1,0.357999999999997,1,6.426000000000002,1,0.49499999999999744,1,0.7730000000000032,1,3.475999999999999,0,-3.094000000000001,1,1.5564999999999998
75,1,0.267000000000003,1,14.070999999999998,0,-5.564499999999995,1,5.572499999999991,1,7.367000000000004,0,-5.1414999999999935,1,3.0150000000000006
76,0,-6.253,1,9.245999999999995,0,-4.837000000000003,1,5.622500000000002,1,0.43899999999999295,1,8.434000000000012,0,-2.5174999999999983
77,1,6.665000000000006,1,3.0729999999999933,1,6.706000000000003,0,-6.573999999999998,1,4.816500000000005,0,-14.25,1,3.4624999999999915
78,1,1.061000000000007,0,-12.587500000000006,1,11.224500000000006,0,-12.97250000000001,1,13.844999999999999,0,-21.42,1,16.3305
79,0,-2.200499999999991,1,6.242499999999993,0,-6.525499999999994,1,5.397499999999994,0,-3.768499999999989,1,9.922999999999988,1,5.087000000000003
