time,open,high,low,close
2013-07-05 13:30:00,14.25,14.318994,14.103503,14.293994
2013-07-08 13:30:00,14.320996,14.583496,14.306994,14.529504
2013-07-09 13:30:00,14.55,14.628503,14.400501,14.576502
2013-07-10 13:30:00,14.570496,14.667005,14.469995,14.616504
2013-07-11 13:30:00,14.749499,15.034497,14.605005,14.982996
2013-07-12 13:30:00,14.934497,15.377503,14.925,15.377503
2013-07-15 13:30:00,15.363501,15.3995,15.217505,15.328504
2013-07-16 13:30:00,15.365003,15.469495,15.275598,15.343506
2013-07-17 13:30:00,15.348499,15.440003,15.284497,15.434497
2013-07-18 13:30:00,15.313501,15.317041,15.093506,15.205506
2013-07-19 13:30:00,15.219495,15.289502,15.095496,15.261499
2013-07-22 13:30:00,15.4625,15.4625,15.1,15.173999
2013-07-23 13:30:00,15.157996,15.253003,15.028003,15.053003
2013-07-24 13:30:00,15.151001,15.192005,14.902002,14.946997
2013-07-25 13:30:00,14.95,15.225,14.8375,15.169995
2013-07-26 13:30:00,14.977503,15.681006,14.777503,15.600501
2013-07-29 13:30:00,15.553504,15.65,15.294995,15.305005
2013-07-30 13:30:00,15.385999,15.48916,15.078504,15.120496
2013-07-31 13:30:00,15.195496,15.257495,15.05,15.060999
2013-08-01 13:30:00,15.154004,15.310498,14.945252,15.278504
2013-08-02 13:30:00,15.231494,15.266504,15.075,15.210498
2013-08-05 13:30:00,15.169995,15.181006,14.915003,15.0495
2013-08-06 13:30:00,15.025501,15.068006,14.876001,15.0375
2013-08-07 13:30:00,15.007495,15.0495,14.807495,14.845496
2013-08-08 13:30:00,14.926001,14.926001,14.627503,14.786999
2013-08-09 13:30:00,14.783997,14.963501,14.714929,14.863001
2013-08-12 13:30:00,14.789502,14.954004,14.763001,14.834497
2013-08-13 13:30:00,14.793994,14.818506,14.533496,14.698499
2013-08-14 13:30:00,14.714502,14.714502,14.527002,14.567005
2013-08-15 13:30:00,14.439502,14.465003,14.257495,14.323499
2013-08-16 13:30:00,14.327503,14.416504,14.225,14.241004
2013-08-19 13:30:00,14.259497,14.478003,14.173999,14.278504
2013-08-20 13:30:00,14.293994,14.475745,14.286999,14.354505
2013-08-21 13:30:00,14.254505,14.425,14.191504,14.228503
2013-08-22 13:30:00,14.240003,14.493506,14.240003,14.486499
2013-08-23 13:30:00,14.560498,14.575,14.394995,14.500501
2013-08-26 13:30:00,14.521497,14.55249,14.281031,14.310498
2013-08-27 13:30:00,14.193506,14.264002,13.987,14.046497
2013-08-28 13:30:00,14.018006,14.15,13.966504,14.079004
2013-08-29 13:30:00,14.072498,14.298999,14.0,14.198999
2013-08-30 13:30:00,14.229505,14.243506,14.0,14.048999
2013-09-03 13:30:00,14.236499,14.569495,14.208496,14.440003
2013-09-04 13:30:00,14.416504,14.761499,14.379004,14.681994
2013-09-05 13:30:00,14.681494,14.85,14.635498,14.705005
2013-09-06 13:30:00,14.766504,14.943994,14.540003,14.793006
2013-09-09 13:30:00,14.860999,14.997998,14.830005,14.985498
2013-09-10 13:30:00,15.027503,15.05,14.860999,15.018006
2013-09-11 13:30:00,14.945496,15.093006,14.892004,14.981994
2013-09-12 13:30:00,14.969495,15.1,14.883045,14.943006
2013-09-13 13:30:00,15.006995,15.010999,14.810047,14.895996
2013-09-16 13:30:00,14.991004,15.05,14.763001,14.803003
2013-09-17 13:30:00,14.881494,15.232495,14.800501,15.208496
2013-09-18 13:30:00,15.203003,15.636999,15.145496,15.601697
2013-09-19 13:30:00,15.688501,15.727002,15.552002,15.603003
2013-09-20 13:30:00,15.627002,16.028504,15.620496,15.817005
2013-09-23 13:30:00,15.700501,15.794995,15.43855,15.574499
2013-09-24 13:30:00,15.621497,15.903992,15.564002,15.706494
2013-09-25 13:30:00,15.726502,15.835498,15.5375,15.632495
2013-09-26 13:30:00,15.694995,15.968506,15.663001,15.906006
2013-09-27 13:30:00,15.845996,15.860498,15.667505,15.800501
2013-09-30 13:30:00,15.670496,15.765503,15.553003,15.631995
2013-10-01 13:30:00,15.710998,16.05,15.682495,16.047497
2013-10-02 13:30:00,15.902002,16.086499,15.876001,16.025501
2013-10-03 13:30:00,16.019495,16.145996,15.651001,15.738001
2013-10-04 13:30:00,15.756494,15.959998,15.631006,15.952002
2013-10-07 13:30:00,15.761999,15.766992,15.487,15.501502
2013-10-08 13:30:00,15.575,15.577246,15.013501,15.161499
2013-10-09 13:30:00,15.170996,15.17489,14.825122,14.911499
2013-10-10 13:30:00,15.231494,15.334998,15.129505,15.258704
2013-10-11 13:30:00,15.238501,15.546497,15.192005,15.544446
