time,open,high,low,close
863703000,0.121874,0.124999,0.096353,0.097916
863789400,0.098437,0.098957,0.085416,0.086457
864048600,0.08802,0.088541,0.081249,0.085416
864135000,0.086457,0.087499,0.08177,0.08177
864221400,0.08177,0.082291,0.068749,0.071353
864307800,0.071874,0.072395,0.065624,0.069791
864394200,0.070312,0.076041,0.066666,0.074999
864739800,0.07552,0.082291,0.072916,0.079166
864826200,0.081249,0.08177,0.076562,0.076562
864912600,0.077083,0.077083,0.073958,0.075262
864999000,0.074999,0.07552,0.073958,0.074999
865258200,0.07552,0.076562,0.074999,0.07552
865344600,0.076562,0.076562,0.073958,0.073958
865431000,0.073958,0.074478,0.069791,0.070833
865517400,0.070833,0.077083,0.068749,0.077083
865603800,0.07578,0.085416,0.07552,0.082812
865863000,0.082812,0.085416,0.082812,0.084374
865949400,0.085416,0.085416,0.076562,0.079166
866035800,0.079687,0.080208,0.076562,0.077083
866122200,0.079166,0.082291,0.077603,0.080208
866208600,0.081249,0.081249,0.079166,0.079166
866467800,0.080208,0.080208,0.078124,0.078645
866554200,0.079947,0.079947,0.074739,0.07526
866640600,0.076041,0.076822,0.074999,0.07552
866727000,0.07552,0.076562,0.074999,0.07552
866813400,0.076562,0.077603,0.074999,0.076301
867072600,0.077083,0.077083,0.073958,0.074999
867159000,0.07526,0.076301,0.073958,0.07552
867245400,0.076301,0.076301,0.074478,0.07552
867331800,0.076041,0.076041,0.07526,0.07552
867418200,0.07578,0.07578,0.073958,0.074478
867677400,0.07552,0.079947,0.073958,0.077083
867763800,0.077083,0.077083,0.07552,0.07578
867850200,0.07578,0.079687,0.07552,0.079426
867936600,0.079947,0.095832,0.079687,0.095572
868282200,0.091666,0.101041,0.091666,0.099999
868368600,0.102082,0.116666,0.102082,0.115103
868455000,0.115103,0.11927,0.113541,0.116145
868541400,0.116666,0.128645,0.116666,0.128124
868627800,0.12604,0.12604,0.110416,0.114582
868887000,0.116145,0.116666,0.105728,0.10677
868973400,0.10677,0.123957,0.10677,0.121874
869059800,0.122395,0.124738,0.115103,0.116666
869146200,0.117186,0.117186,0.107811,0.110936
869232600,0.109374,0.110936,0.107811,0.107811
869491800,0.108853,0.109895,0.107291,0.109113
869578200,0.108332,0.109374,0.103124,0.10677
869664600,0.109374,0.116666,0.108853,0.114582
869751000,0.115103,0.115624,0.110936,0.11302
