time,open,high,low,close
1277818200,1.266665,1.666665,1.169331,1.592665
1277904600,1.719331,2.027945,1.553332,1.588665
1277991000,1.666665,1.727998,1.351332,1.463999
1278077400,1.533332,1.539999,1.247333,1.279999
1278423000,1.333332,1.333332,1.055332,1.073999
1278509400,1.093332,1.108666,0.998666,1.053332
1278595800,1.075999,1.167999,1.037999,1.164
1278682200,1.171999,1.193331,1.103332,1.159998
1278941400,1.196665,1.204666,1.133332,1.136666
1279027800,1.159586,1.242665,1.126665,1.209332
1279114200,1.195999,1.343331,1.184005,1.322665
1279200600,1.329332,1.433332,1.266665,1.325999
1279287000,1.379999,1.419999,1.336665,1.375999
1279546200,1.424665,1.483332,1.394665,1.460665
1279632600,1.456666,1.456666,1.336665,1.353332
1279719000,1.377332,1.393331,1.299999,1.347999
1279805400,1.366665,1.416665,1.357999,1.399999
1279891800,1.412665,1.437332,1.403999,1.419331
1280151000,1.433332,1.433332,1.353332,1.396665
1280237400,1.393999,1.411998,1.350665,1.369999
1280323800,1.369999,1.393331,1.367331,1.381332
1280410200,1.384665,1.391999,1.333332,1.356666
1280496600,1.346665,1.362665,1.303332,1.329332
1280755800,1.366665,1.397999,1.355531,1.394665
1280842200,1.399999,1.463332,1.387999,1.463332
1280928600,1.463332,1.478665,1.389999,1.417331
1281015000,1.435998,1.436665,1.336665,1.363332
1281101400,1.339999,1.344005,1.301332,1.305999
1281360600,1.326665,1.331999,1.296665,1.306666
1281447000,1.309998,1.309998,1.254666,1.268665
1281533400,1.245999,1.258665,1.189999,1.193331
1281619800,1.186665,1.193331,1.159332,1.173333
1281706200,1.211998,1.229999,1.177359,1.221333
1281965400,1.229999,1.253332,1.217439,1.251999
1282051800,1.263999,1.293331,1.251999,1.276665
1282138200,1.305999,1.305999,1.239999,1.251332
1282224600,1.235998,1.283332,1.221999,1.252665
1282311000,1.243331,1.273999,1.234005,1.273333
1282570200,1.272665,1.359272,1.266665,1.341999
1282656600,1.283332,1.313999,1.263332,1.279999
1282743000,1.277332,1.331999,1.237332,1.326665
1282829400,1.325999,1.351332,1.306666,1.316665
1282915800,1.316665,1.324333,1.299999,1.313332
1283175000,1.313332,1.345999,1.307332,1.324665
1283261400,1.310665,1.319331,1.288665,1.298665
1283347800,1.307999,1.379332,1.306666,1.363332
1283434200,1.357999,1.415999,1.354019,1.403999
1283520600,1.391332,1.419999,1.377332,1.403332
1283866200,1.373999,1.399999,1.366665,1.369331
1283952600,1.377332,1.396665,1.373333,1.393331
1284039000,1.399999,1.403332,1.379332,1.380666
1284125400,1.383332,1.395331,1.317331,1.344665
1284384600,1.392665,1.393299,1.366665,1.381332
1284471000,1.369331,1.439999,1.368665,1.407999
1284557400,1.398665,1.466665,1.385998,1.465332
1284643800,1.476665,1.543998,1.389332,1.395999
1284730200,1.401332,1.421333,1.319999,1.348665
1284989400,1.377999,1.423333,1.343999,1.403665
1285075800,1.392665,1.436665,1.377999,1.384665
1285162200,1.391332,1.396665,1.319999,1.324665
1285248600,1.325999,1.342665,1.299999,1.303999
1285335000,1.329999,1.345999,1.309998,1.339999
1285594200,1.359998,1.387332,1.336665,1.368665
1285680600,1.402665,1.432666,1.383998,1.426665
1285767000,1.412665,1.468665,1.408665,1.465332
1285853400,1.466665,1.476659,1.345999,1.360332
1285939800,1.379332,1.383332,1.353999,1.373333
1286199000,1.361998,1.411332,1.353332,1.399333
1286285400,1.409998,1.418665,1.400665,1.407999
1286371800,1.403999,1.417199,1.354666,1.363999
1286458200,1.371333,1.375999,1.355999,1.361998
1286544600,1.361998,1.385998,1.359332,1.361998
1286803800,1.362665,1.379933,1.337999,1.349333
1286890200,1.346665,1.352192,1.335332,1.349333
1286976600,1.375999,1.389999,1.357332,1.369331
1287063000,1.399999,1.401993,1.359998,1.383332
1287149400,1.392665,1.393331,1.349999,1.369331
1287408600,1.367999,1.375991,1.347999,1.348665
1287495000,1.346665,1.360405,1.333332,1.336665
1287581400,1.343999,1.379332,1.335998,1.376665
1287667800,1.373999,1.396665,1.363332,1.383332
1287754200,1.378665,1.395331,1.369999,1.381332
1288013400,1.395999,1.398665,1.381999,1.389999
1288099800,1.386665,1.457999,1.367331,1.423999
1288186200,1.416665,1.425332,1.376665,1.399999
1288272600,1.425999,1.433332,1.397333,1.412665
1288359000,1.409332,1.456666,1.403465,1.455999
1288618200,1.462665,1.516665,1.420665,1.427332
1288704600,1.445331,1.458612,1.403332,1.416665
1288791000,1.418665,1.499998,1.410665,1.451332
1288877400,1.506666,1.688665,1.476732,1.659998
1288963800,1.657998,1.664665,1.581332,1.629332
1289226600,1.633332,1.666665,1.601998,1.665332
1289313000,1.666665,1.712665,1.603338,1.641998
1289399400,1.631998,1.997998,1.603332,1.957331
1289485800,1.906665,1.939999,1.821998,1.868998
1289572200,1.883331,2.033331,1.871332,1.989331
1289831400,2.014665,2.195964,2.014665,2.053331
1289917800,2.066665,2.093331,1.894665,1.977998
1290004200,2.013331,2.049998,1.907331,1.965999
1290090600,2.044665,2.049332,1.928005,1.992665
1290177000,2.010665,2.091331,1.979998,2.065999
1290436200,2.104665,2.229998,2.099998,2.226664
1290522600,2.21933,2.378664,2.146004,2.304665
1290609000,2.351331,2.397998,2.288931,2.364664
1290781800,2.373332,2.399998,2.316664,2.354665
1291041000,2.360811,2.396664,2.221998,2.288664
1291127400,2.249332,2.355331,2.227331,2.355331
1291213800,2.391331,2.427998,2.229998,2.289998
1291300200,2.26733,2.286498,2.079998,2.156665
1291386600,2.133997,2.149998,2.057998,2.099332
1291645800,2.089999,2.096665,1.970665,2.020665
1291732200,2.032665,2.159997,2.003331,2.103998
1291818600,2.165331,2.165999,2.101331,2.157998
1291905000,2.16733,2.181331,2.109997,2.136665
1291991400,2.136665,2.194664,2.075338,2.101331
1292250600,2.109331,2.117998,2.026664,2.036665
1292337000,2.019331,2.025991,1.850731,1.901998
