time,open,high,low,close,Volume
2025-04-11 18:20:00,196.8500,196.8500,196.4000,196.4800,6050
2025-04-11 18:21:00,196.4500,196.5000,196.1100,196.1100,3964
2025-04-11 18:22:00,196.1100,196.1100,195.8200,196.0000,5240
2025-04-11 18:23:00,196.1000,196.4400,196.0235,196.3800,3541
2025-04-11 18:24:00,196.3700,196.6960,196.3608,196.5400,886
2025-04-11 18:25:00,196.5000,196.7000,196.5000,196.6000,357
2025-04-11 18:26:00,196.6700,196.7000,196.6000,196.6800,847
2025-04-11 18:27:00,196.6900,197.0500,196.5900,196.6000,6504
2025-04-11 18:28:00,196.6700,196.8500,196.6700,196.8500,2404
2025-04-11 18:29:00,196.8200,196.8400,196.6100,196.8000,2084
2025-04-11 18:30:00,196.7500,196.8000,196.6500,196.7200,134
2025-04-11 18:31:00,196.7000,196.7500,196.6800,196.6800,1183
2025-04-11 18:32:00,196.7200,196.8000,196.6900,196.6900,768
2025-04-11 18:33:00,196.7500,196.7500,196.6000,196.6004,1468
2025-04-11 18:34:00,196.6000,196.6797,196.6000,196.6600,632
2025-04-11 18:35:00,196.6000,196.6400,196.6000,196.6300,154
2025-04-11 18:36:00,196.6300,196.6800,196.6000,196.6600,3241
2025-04-11 18:37:00,196.6001,196.8300,196.6001,196.6350,8564
2025-04-11 18:38:00,196.8300,196.8300,196.6400,196.7400,520
2025-04-11 18:39:00,196.6700,196.8300,196.6700,196.7600,19
2025-04-11 18:40:00,196.7000,196.8000,196.7000,196.7000,205
2025-04-11 18:41:00,196.7200,196.7300,196.6613,196.6700,221
2025-04-11 18:42:00,196.6700,196.7300,196.6600,196.7000,1622
2025-04-11 18:43:00,196.7000,196.7300,196.6000,196.7300,264
2025-04-11 18:44:00,196.7300,196.7300,196.6000,196.6150,572
2025-04-11 18:45:00,196.6700,196.7240,196.6000,196.6700,174
2025-04-11 18:46:00,196.7000,196.7300,196.6600,196.6800,531
2025-04-11 18:47:00,196.6900,196.7000,196.6900,196.6900,273
2025-04-11 18:48:00,196.6900,196.7300,196.6500,196.6700,145
2025-04-11 18:49:00,196.6800,196.7000,196.6500,196.6500,583
2025-04-11 18:50:00,196.7000,196.7300,196.6600,196.7000,137
2025-04-11 18:51:00,196.6700,196.7300,196.6700,196.7100,1362
2025-04-11 18:52:00,196.7000,196.8000,196.7000,196.7400,1162
2025-04-11 18:53:00,196.7300,197.0000,196.7300,196.8000,396
2025-04-11 18:54:00,196.9815,196.9900,196.6859,196.7400,329
2025-04-11 18:55:00,196.7800,196.9900,196.7500,196.8600,1018
2025-04-11 18:56:00,196.8400,196.9300,196.8400,196.8500,974
2025-04-11 18:57:00,196.8500,196.9300,196.7550,196.8400,316
2025-04-11 18:58:00,196.8400,196.9488,196.8000,196.8400,242
2025-04-11 18:59:00,196.7600,196.9500,196.7500,196.7700,331
2025-04-11 19:00:00,196.8300,196.9500,196.7500,196.8000,96
2025-04-11 19:01:00,196.8000,196.8400,196.8000,196.8100,140
2025-04-11 19:02:00,196.8000,196.8500,196.8000,196.8500,44
2025-04-11 19:03:00,196.9000,196.9000,196.8025,196.8900,601
2025-04-11 19:04:00,196.8000,196.8800,196.8000,196.8600,451
2025-04-11 19:05:00,196.8700,196.9000,196.8500,196.9000,820
2025-04-11 19:06:00,196.9000,196.9800,196.8600,196.8700,573
2025-04-11 19:07:00,196.9001,196.9800,196.9000,196.9000,1729
2025-04-11 19:08:00,196.9300,196.9700,196.8500,196.9500,1302
2025-04-11 19:09:00,196.8700,196.9500,196.8700,196.9100,1675
2025-04-11 19:10:00,196.9400,196.9500,196.9000,196.9100,1038
2025-04-11 19:11:00,196.9088,196.9499,196.9000,196.9191,432
2025-04-11 19:12:00,196.9200,196.9783,196.9000,196.9100,2201
2025-04-11 19:13:00,196.9100,196.9800,196.9100,196.9783,1261
2025-04-11 19:14:00,196.9101,196.9800,196.9100,196.9100,260
2025-04-11 19:15:00,196.9400,196.9800,196.9000,196.9000,644
2025-04-11 19:16:00,196.9000,196.9000,196.8000,196.8000,1469
2025-04-11 19:17:00,196.8100,196.9000,196.8001,196.9000,394
2025-04-11 19:18:00,196.8020,196.9000,196.8000,196.8000,657
2025-04-11 19:19:00,196.8100,196.9000,196.8000,196.8800,278
2025-04-11 19:20:00,196.8500,196.9500,196.8100,196.9000,180
2025-04-11 19:21:00,196.8800,196.9000,196.8800,196.9000,444
2025-04-11 19:22:00,196.9200,196.9800,196.8500,196.9000,413
2025-04-11 19:23:00,196.9000,196.9900,196.8500,196.9200,389
2025-04-11 19:24:00,196.8800,196.9600,196.8500,196.9600,134
2025-04-11 19:25:00,196.8700,196.9800,196.8700,196.9600,252
2025-04-11 19:26:00,196.8825,196.9600,196.8800,196.8800,170
2025-04-11 19:27:00,196.9600,196.9800,196.8800,196.9700,337
2025-04-11 19:28:00,196.9700,196.9800,196.8800,196.9800,259
2025-04-11 19:29:00,196.9167,196.9800,196.9167,196.9200,161
2025-04-11 19:30:00,196.9800,196.9800,196.9100,196.9800,113
2025-04-11 19:31:00,196.9800,196.9800,196.9000,196.9000,2036
2025-04-11 19:32:00,196.9000,196.9400,196.7000,196.8700,2505
2025-04-11 19:33:00,196.8200,196.9800,196.5000,196.8300,5954
2025-04-11 19:34:00,196.6500,196.9700,196.6500,196.6800,149
2025-04-11 19:35:00,196.6900,196.9700,196.6900,196.8000,383
2025-04-11 19:36:00,196.8000,196.9700,196.6872,196.8000,701
2025-04-11 19:37:00,196.7000,196.7000,196.6500,196.6500,1527
2025-04-11 19:38:00,196.6000,196.6500,196.5000,196.6400,986
2025-04-11 19:39:00,196.6500,196.8200,196.6000,196.6800,195
2025-04-11 19:40:00,196.6500,196.7200,196.6000,196.7000,213
2025-04-11 19:41:00,196.6500,196.7170,196.6000,196.6900,1342
2025-04-11 19:42:00,196.7000,196.8000,196.7000,196.7700,1242
2025-04-11 19:43:00,196.8000,196.8000,196.6050,196.8000,297
2025-04-11 19:44:00,196.7501,196.9800,196.7500,196.9400,1040
2025-04-11 19:45:00,196.9500,196.9500,196.8700,196.9000,137
2025-04-11 19:46:00,196.8700,196.9000,196.8000,196.8998,442
2025-04-11 19:47:00,196.8700,196.9000,196.8500,196.8999,985
2025-04-11 19:48:00,196.8800,196.9000,196.8500,196.8800,908
2025-04-11 19:49:00,196.8800,196.9000,196.8800,196.8800,414
2025-04-11 19:50:00,196.8600,196.9500,196.8500,196.9500,396
2025-04-11 19:51:00,196.9700,196.9707,196.8800,196.8999,533
2025-04-11 19:52:00,196.9000,196.9000,196.8595,196.8900,1159
2025-04-11 19:53:00,196.9000,196.9000,196.8700,196.8800,643
2025-04-11 19:54:00,196.8700,196.8700,196.8000,196.8500,1080
2025-04-11 19:55:00,196.8500,196.8700,196.8200,196.8500,1243
2025-04-11 19:56:00,196.8000,196.8700,196.8000,196.8700,399
2025-04-11 19:57:00,196.8700,197.0000,196.8500,196.9982,1500
2025-04-11 19:58:00,196.9800,197.0000,196.8800,196.9200,1493
2025-04-11 19:59:00,196.9203,196.9900,196.8800,196.9900,3357
