time,open,high,low,close,Volume
2025-03-21 18:20:00,196.5250,196.5500,196.5000,196.5200,245
2025-03-21 18:21:00,196.5250,196.5500,196.5000,196.5200,49
2025-03-21 18:22:00,196.5200,196.5500,196.5000,196.5250,130
2025-03-21 18:23:00,196.5250,196.5488,196.5000,196.5000,2247
2025-03-21 18:24:00,196.5250,196.5500,196.5000,196.5000,111
2025-03-21 18:25:00,196.5008,196.5500,196.5008,196.5300,114
2025-03-21 18:26:00,196.5300,196.5500,196.5100,196.5500,21
2025-03-21 18:27:00,196.5100,196.5500,196.5100,196.5400,221
2025-03-21 18:28:00,196.5500,196.5950,196.5400,196.5950,830
2025-03-21 18:29:00,196.5500,196.6400,196.5500,196.5500,56
2025-03-21 18:30:00,196.6400,196.6400,196.5600,196.5950,550
2025-03-21 18:31:00,196.5500,196.6400,196.5500,196.6399,107
2025-03-21 18:32:00,196.5700,196.6400,196.5700,196.5900,257
2025-03-21 18:33:00,196.6000,196.6220,196.5514,196.5700,137
2025-03-21 18:34:00,196.6000,196.6400,196.5707,196.6100,69
2025-03-21 18:35:00,196.6100,196.6480,196.6100,196.6100,64
2025-03-21 18:36:00,196.6400,196.6400,196.5700,196.6400,69
2025-03-21 18:37:00,196.6500,196.6500,196.6100,196.6400,42
2025-03-21 18:38:00,196.6500,196.6500,196.5800,196.5800,120
2025-03-21 18:39:00,196.5700,196.6500,196.5700,196.5800,227
2025-03-21 18:40:00,196.5800,196.6500,196.5700,196.6480,257
2025-03-21 18:41:00,196.5800,196.6454,196.5500,196.6000,2295
2025-03-21 18:42:00,196.5513,196.5900,196.5100,196.5100,2457
2025-03-21 18:43:00,196.5075,196.5100,196.4100,196.5000,51
2025-03-21 18:44:00,196.5000,196.5100,196.4600,196.4650,14
2025-03-21 18:45:00,196.4650,196.5100,196.4200,196.4650,43
2025-03-21 18:46:00,196.4900,196.5100,196.4200,196.4856,46
2025-03-21 18:47:00,196.5100,196.5100,196.4222,196.4650,42
2025-03-21 18:48:00,196.4200,196.5100,196.4200,196.5000,91
2025-03-21 18:49:00,196.5100,196.5100,196.4200,196.4400,127
2025-03-21 18:50:00,196.4600,196.5100,196.4200,196.5100,231
2025-03-21 18:51:00,196.4650,196.5078,196.4650,196.4650,131
2025-03-21 18:52:00,196.4200,196.5100,196.4200,196.4600,214
2025-03-21 18:53:00,196.5100,196.5100,196.4200,196.4200,21
2025-03-21 18:54:00,196.4200,196.5100,196.4200,196.4600,125
2025-03-21 18:55:00,196.5000,196.5000,196.4200,196.4600,82
2025-03-21 18:56:00,196.4200,196.5000,196.4200,196.4500,80
2025-03-21 18:57:00,196.4700,196.5000,196.4300,196.4650,26
2025-03-21 18:58:00,196.4650,196.5000,196.4400,196.4400,89
2025-03-21 18:59:00,196.4500,196.5000,196.4500,196.4500,117
2025-03-21 19:00:00,196.4650,196.5000,196.4300,196.4300,49
2025-03-21 19:01:00,196.4650,196.5000,196.4300,196.4650,1030
2025-03-21 19:02:00,196.4600,196.4885,196.4300,196.4600,183
2025-03-21 19:03:00,196.4400,196.4900,196.4300,196.4400,277
2025-03-21 19:04:00,196.4300,196.4800,196.4300,196.4600,235
2025-03-21 19:05:00,196.4900,196.4900,196.4450,196.4600,153
2025-03-21 19:06:00,196.4500,196.4600,196.4450,196.4600,75
2025-03-21 19:07:00,196.4450,196.4500,196.4300,196.4350,220
2025-03-21 19:08:00,196.4600,196.4600,196.4300,196.4600,114
2025-03-21 19:09:00,196.4600,196.4900,196.4300,196.4316,80
2025-03-21 19:10:00,196.4600,196.4900,196.4300,196.4600,242
2025-03-21 19:11:00,196.4700,196.4900,196.4300,196.4700,104
2025-03-21 19:12:00,196.4700,196.4900,196.4300,196.4600,64
2025-03-21 19:13:00,196.4500,196.4900,196.4300,196.4885,647
2025-03-21 19:14:00,196.4885,196.4900,196.4500,196.4650,296
2025-03-21 19:15:00,196.4650,196.4800,196.4500,196.4700,28
2025-03-21 19:16:00,196.4700,196.4800,196.4500,196.4650,108
2025-03-21 19:17:00,196.4500,196.4800,196.4500,196.4650,153
2025-03-21 19:18:00,196.4600,196.4800,196.4500,196.4650,517
2025-03-21 19:19:00,196.4600,196.4700,196.4504,196.4650,170
2025-03-21 19:20:00,196.4800,196.4800,196.4600,196.4600,92
2025-03-21 19:21:00,196.4800,196.4800,196.4600,196.4650,55
2025-03-21 19:22:00,196.4600,196.4800,196.4507,196.4700,33
2025-03-21 19:23:00,196.4600,196.4700,196.4600,196.4650,510
2025-03-21 19:24:00,196.4700,196.4700,196.4500,196.4598,78
2025-03-21 19:25:00,196.4500,196.4600,196.4200,196.4298,716
2025-03-21 19:26:00,196.4300,196.4300,196.4200,196.4200,22
2025-03-21 19:27:00,196.4300,196.4300,196.4200,196.4291,282
2025-03-21 19:28:00,196.4300,196.4300,196.4000,196.4300,109
2025-03-21 19:29:00,196.4298,196.4300,196.4298,196.4300,108
2025-03-21 19:30:00,196.4300,196.4300,196.4000,196.4300,36
2025-03-21 19:31:00,196.4200,196.4300,196.4000,196.4300,197
2025-03-21 19:32:00,196.4150,196.4200,196.4000,196.4000,292
2025-03-21 19:33:00,196.4200,196.4300,196.2100,196.4292,9651
2025-03-21 19:34:00,196.4300,196.4300,196.4000,196.4000,178
2025-03-21 19:35:00,196.4099,196.4300,196.3900,196.3900,2120
2025-03-21 19:36:00,196.4200,196.4300,196.3750,196.3900,182
