time,open,high,low,close
2024-08-28 13:30:00,165.035,165.6,161.5284,162.85
2024-08-29 13:30:00,164.31,165.97,160.25,161.78
2024-08-30 13:30:00,162.615,163.66,161.6925,163.38
2024-09-03 13:30:00,161.72,161.85,156.48,157.36
2024-09-04 13:30:00,156.655,159.0,155.9616,156.45
2024-09-05 13:30:00,156.3,159.45,155.9805,157.24
2024-09-06 13:30:00,157.3,157.83,150.55,150.92
2024-09-09 13:30:00,152.51,153.4,147.215,148.71
2024-09-10 13:30:00,150.45,151.27,148.34,148.66
2024-09-11 13:30:00,149.92,151.5,147.52,151.16
2024-09-12 13:30:00,153.8,154.82,152.65,154.69
2024-09-13 13:30:00,155.43,158.38,155.21,157.46
2024-09-16 13:30:00,157.31,158.25,156.6,158.06
2024-09-17 13:30:00,159.02,160.55,158.375,159.32
2024-09-18 13:30:00,159.86,160.5,158.595,159.81
2024-09-19 13:30:00,163.71,163.79,161.34,162.14
2024-09-20 13:30:00,163.5,163.73,162.06,163.59
2024-09-23 13:30:00,164.35,165.49,161.67,161.85
2024-09-24 13:30:00,163.03,163.2158,160.69,162.29
2024-09-25 13:30:00,161.47,162.81,161.3,161.49
2024-09-26 13:30:00,163.64,164.08,162.28,162.73
2024-09-27 13:30:00,162.81,165.7,162.6261,163.95
2024-09-30 13:30:00,163.32,166.15,163.26,165.85
2024-10-01 13:30:00,167.685,169.16,164.58,166.99
2024-10-02 13:30:00,166.42,167.52,164.73,165.86
2024-10-03 13:30:00,164.41,166.64,163.923,165.86
2024-10-04 13:30:00,168.06,168.23,165.48,167.06
2024-10-07 13:30:00,167.72,168.48,162.75,162.98
2024-10-08 13:30:00,163.94,164.725,162.87,164.38
2024-10-09 13:30:00,163.45,164.84,159.74,161.86
2024-10-10 13:30:00,160.87,163.07,160.395,162.08
2024-10-11 13:30:00,162.13,163.9,161.235,163.24
2024-10-14 13:30:00,163.64,166.226,163.4,164.96
2024-10-15 13:30:00,165.785,167.68,164.625,165.46
2024-10-16 13:30:00,164.53,165.8,163.74,165.16
2024-10-17 13:30:00,165.73,166.37,162.76,162.93
2024-10-18 13:30:00,163.19,164.71,163.08,163.42
2024-10-21 13:30:00,162.95,164.5,162.62,164.07
2024-10-22 13:30:00,162.98,165.77,162.98,165.14
2024-10-23 13:30:00,164.76,165.82,161.925,162.78
2024-10-24 13:30:00,162.83,163.33,161.01,162.72
2024-10-25 13:30:00,163.67,165.59,163.42,165.27
2024-10-28 13:30:00,168.75,168.75,163.95,166.72
2024-10-29 13:30:00,167.73,170.38,167.0896,169.68
2024-10-30 13:30:00,180.68,182.02,174.0599,174.46
2024-10-31 13:30:00,173.13,176.82,171.0,171.11
2024-11-01 13:30:00,170.07,172.32,168.88,171.29
2024-11-04 14:30:00,169.93,170.73,168.011,169.24
2024-11-05 14:30:00,169.43,170.53,168.84,169.74
2024-11-06 14:30:00,173.8,176.94,173.5,176.51
2024-11-07 14:30:00,177.41,181.08,177.19,180.75
2024-11-08 14:30:00,180.645,180.9,178.08,178.35
2024-11-11 14:30:00,178.58,180.545,178.47,180.35
2024-11-12 14:30:00,179.82,182.49,179.39,181.62
2024-11-13 14:30:00,180.46,180.96,178.54,178.88
2024-11-14 14:30:00,178.28,178.82,174.3218,175.58
2024-11-15 14:30:00,173.73,174.14,171.22,172.49
2024-11-18 14:30:00,173.42,175.438,172.9,175.3
2024-11-19 14:30:00,173.72,178.87,173.56,178.12
2024-11-20 14:30:00,177.34,177.675,173.78,175.98
2024-11-21 14:30:00,173.9,174.13,163.7,167.63
2024-11-22 14:30:00,165.85,166.46,163.9,164.76
2024-11-25 14:30:00,166.09,168.63,165.6072,167.65
2024-11-26 14:30:00,167.63,169.82,167.58,169.12
2024-11-27 14:30:00,169.0,169.4832,168.02,169.23
2024-11-29 14:30:00,168.5,169.43,167.16,168.95
2024-12-02 14:30:00,168.765,172.075,168.57,171.49
2024-12-03 14:30:00,171.49,172.68,170.85,171.34
2024-12-04 14:30:00,171.145,174.91,171.06,174.37
2024-12-05 14:30:00,175.36,176.06,172.33,172.64
