time,open,high,low,close
2012-06-07 13:30:00,1.987331,1.991331,1.923332,1.928664
2012-06-08 13:30:00,1.923998,2.012665,1.876499,2.005331
2012-06-11 13:30:00,2.020665,2.066665,1.930558,1.941331
2012-06-12 13:30:00,1.948665,1.989331,1.920665,1.977331
2012-06-13 13:30:00,1.969998,2.042665,1.964665,1.984665
2012-06-14 13:30:00,2.011997,2.043331,1.907998,1.959331
2012-06-15 13:30:00,1.959331,1.996665,1.920665,1.993998
2012-06-18 13:30:00,1.995998,2.155331,1.966665,2.122665
2012-06-19 13:30:00,2.134665,2.17729,2.099998,2.139331
2012-06-20 13:30:00,2.233331,2.299998,2.213998,2.251998
2012-06-21 13:30:00,2.283997,2.285331,2.122665,2.145998
2012-06-22 13:30:00,2.173332,2.265331,2.163999,2.252331
2012-06-25 13:30:00,2.262664,2.274664,2.183331,2.207331
2012-06-26 13:30:00,2.136665,2.156665,2.092665,2.107331
2012-06-27 13:30:00,2.126664,2.162999,2.104665,2.130665
2012-06-28 13:30:00,2.126664,2.140665,2.041331,2.093998
2012-06-29 13:30:00,2.186664,2.186664,2.066665,2.085997
2012-07-02 13:30:00,2.089999,2.119965,2.012665,2.026664
2012-07-03 13:30:00,2.039999,2.066665,2.026664,2.043998
2012-07-05 13:30:00,2.053998,2.111331,2.053331,2.081998
2012-07-06 13:30:00,2.065999,2.115331,2.053331,2.065999
2012-07-09 13:30:00,2.062665,2.121998,2.044665,2.099332
2012-07-10 13:30:00,2.102664,2.165331,2.059331,2.084665
2012-07-11 13:30:00,2.104665,2.111997,2.067331,2.100664
2012-07-12 13:30:00,2.085997,2.200664,2.053331,2.179998
2012-07-13 13:30:00,2.197998,2.29333,2.188664,2.283331
2012-07-16 13:30:00,2.287998,2.399998,2.259997,2.397332
2012-07-17 13:30:00,2.333331,2.347332,2.158665,2.223332
2012-07-18 13:30:00,2.094665,2.244664,2.070665,2.143331
2012-07-19 13:30:00,2.181331,2.209997,2.135997,2.151331
2012-07-20 13:30:00,2.137999,2.149998,2.083331,2.119331
2012-07-23 13:30:00,2.069998,2.086665,2.041331,2.043998
2012-07-24 13:30:00,2.043998,2.069331,1.974665,1.989331
2012-07-25 13:30:00,1.994665,1.998665,1.916665,1.929998
2012-07-26 13:30:00,1.993331,1.999998,1.842665,1.875331
2012-07-27 13:30:00,1.913999,1.977331,1.873332,1.967331
2012-07-30 13:30:00,1.967331,2.016531,1.813999,1.823332
2012-07-31 13:30:00,1.835997,1.864665,1.823332,1.827998
2012-08-01 13:30:00,1.865999,1.865999,1.735332,1.749998
2012-08-02 13:30:00,1.789332,1.789999,1.701332,1.739999
2012-08-03 13:30:00,1.793331,1.836665,1.782666,1.817998
2012-08-06 13:30:00,1.836665,1.913331,1.836665,1.884665
2012-08-07 13:30:00,1.917998,2.059997,1.899998,2.016665
2012-08-08 13:30:00,1.993331,1.999998,1.905998,1.939331
2012-08-09 13:30:00,1.967998,1.999998,1.942005,1.960665
2012-08-10 13:30:00,1.953998,1.995998,1.953998,1.995998
2012-08-13 13:30:00,1.979331,2.086665,1.940065,2.077998
2012-08-14 13:30:00,2.049998,2.077998,1.950664,1.961331
2012-08-15 13:30:00,1.959331,1.979998,1.920665,1.959997
2012-08-16 13:30:00,1.968665,2.025998,1.966665,2.019998
2012-08-17 13:30:00,2.019331,2.047332,1.998665,2.000664
2012-08-20 13:30:00,2.009997,2.025998,1.939999,1.967331
2012-08-21 13:30:00,1.971998,1.999998,1.933331,1.940665
2012-08-22 13:30:00,1.933997,2.002664,1.933997,1.996665
2012-08-23 13:30:00,1.999998,2.056665,1.976664,2.048665
2012-08-24 13:30:00,2.003998,2.015999,1.960665,1.966665
2012-08-27 13:30:00,1.971332,1.979998,1.877998,1.887999
2012-08-28 13:30:00,1.893331,1.958331,1.866665,1.912665
2012-08-29 13:30:00,1.899332,1.909331,1.867998,1.893998
2012-08-30 13:30:00,1.906665,1.915999,1.873332,1.893998
2012-08-31 13:30:00,1.907331,1.922665,1.879998,1.901331
2012-09-04 13:30:00,1.901331,1.932665,1.859997,1.875998
2012-09-05 13:30:00,1.867331,1.899998,1.853998,1.862665
2012-09-06 13:30:00,1.866665,1.926664,1.859997,1.903331
2012-09-07 13:30:00,1.903331,1.971332,1.899998,1.956665
2012-09-10 13:30:00,1.946665,1.956665,1.819665,1.824665
2012-09-11 13:30:00,1.850664,1.877331,1.826664,1.853331
2012-09-12 13:30:00,1.859997,1.905331,1.853331,1.885331
2012-09-13 13:30:00,1.904665,1.966665,1.898665,1.965331
2012-09-14 13:30:00,1.999998,2.043331,1.976664,2.025998
